id,ACR_FA,ACR-L_FA,ACR-R_FA,ALIC_FA,ALIC-L_FA,ALIC-R_FA,AverageFA_FA,BCC_FA,CC_FA,CGC_FA,CGC-L_FA,CGC-R_FA,CGH_FA,CGH-L_FA,CGH-R_FA,CR_FA,CR-L_FA,CR-R_FA,CST_FA,CST-L_FA,CST-R_FA,EC_FA,EC-L_FA,EC-R_FA,FX_FA,FX/ST-L_FA,FX/ST-R_FA,FXST_FA,GCC_FA,IC_FA,IC-L_FA,IC-R_FA,IFO_FA,IFO-L_FA,IFO-R_FA,PCR_FA,PCR-L_FA,PCR-R_FA,PLIC_FA,PLIC-L_FA,PLIC-R_FA,PTR_FA,PTR-L_FA,PTR-R_FA,RLIC_FA,RLIC-L_FA,RLIC-R_FA,SCC_FA,SCR_FA,SCR-L_FA,SCR-R_FA,SFO_FA,SFO-L_FA,SFO-R_FA,SLF_FA,SLF-L_FA,SLF-R_FA,SS_FA,SS-L_FA,SS-R_FA,UNC_FA,UNC-L_FA,UNC-R_FA
SPN01_MRC_0012_01,0.435739,0.432419,0.439079,0.550658,0.545302,0.555527,0.389418,0.626981,0.652585,0.490797,0.525921,0.453226,0.454926,0.470956,0.438773,0.458352,0.459753,0.456999,0.456177,0.4774,0.433448,0.376108,0.383785,0.368462,0.459922,0.531132,0.443765,0.49277,0.625894,0.555391,0.565608,0.545694,0.489423,0.480703,0.496689,0.47722,0.479828,0.474896,0.601477,0.598452,0.604472,0.499024,0.484943,0.512673,0.505486,0.545773,0.467501,0.708922,0.474063,0.481263,0.467137,0.453654,0.481328,0.426828,0.460328,0.46751,0.453297,0.434059,0.439519,0.428583,0.541598,0.553057,0.5337
SPN01_MRC_0011_01,0.43308,0.405435,0.460885,0.516641,0.516239,0.517006,0.419067,0.649442,0.687001,0.618243,0.645009,0.589612,0.523012,0.554442,0.491342,0.439468,0.425021,0.453419,0.543061,0.55587,0.529342,0.444565,0.438263,0.45084,0.475437,0.493181,0.470461,0.483205,0.687906,0.568203,0.574566,0.562165,0.487501,0.479273,0.494357,0.428581,0.416019,0.439772,0.628712,0.640791,0.616754,0.555156,0.545227,0.564781,0.548455,0.551784,0.545317,0.737852,0.452293,0.452059,0.452519,0.474434,0.481478,0.467606,0.487314,0.483547,0.491002,0.557433,0.563494,0.551353,0.54735,0.518559,0.567192
SPN01_ZHH_0021_01,0.424078,0.411609,0.43662,0.568338,0.54577,0.588851,0.413245,0.673438,0.67568,0.551345,0.56571,0.535979,0.482344,0.456931,0.507951,0.439952,0.430389,0.449187,0.559699,0.552175,0.567757,0.453313,0.444593,0.461998,0.450499,0.53862,0.560513,0.548233,0.635438,0.601488,0.593124,0.609426,0.533588,0.54546,0.523694,0.440686,0.438151,0.442944,0.667789,0.660799,0.674708,0.495892,0.494741,0.497008,0.556282,0.55771,0.554936,0.710694,0.457451,0.448165,0.466382,0.528142,0.517224,0.538725,0.476741,0.46779,0.485505,0.527577,0.531768,0.523373,0.406153,0.436845,0.385
SPN01_ZHH_0010_01,0.513328,0.51664,0.509997,0.589255,0.59199,0.586769,0.436323,0.622853,0.698052,0.635213,0.655526,0.613484,0.520786,0.527632,0.513888,0.510007,0.509164,0.510821,0.584403,0.592046,0.576218,0.460978,0.465894,0.456082,0.373004,0.514407,0.524513,0.518844,0.717685,0.638485,0.642914,0.634282,0.554492,0.554389,0.554577,0.490486,0.475133,0.504163,0.712467,0.725254,0.699809,0.605235,0.593385,0.61672,0.600397,0.593201,0.607182,0.785721,0.516364,0.517467,0.515302,0.511494,0.51438,0.508697,0.511618,0.500382,0.522619,0.543693,0.539142,0.548259,0.584784,0.561624,0.600745
SPN01_MRC_0017_01,0.382873,0.375341,0.390449,0.498786,0.486652,0.509816,0.370952,0.572963,0.616184,0.494581,0.51393,0.473883,0.434912,0.442318,0.42745,0.417109,0.415693,0.418476,0.496666,0.496943,0.496369,0.428853,0.430944,0.426771,0.267433,0.497157,0.430647,0.467953,0.598099,0.555097,0.557886,0.552451,0.465824,0.450437,0.478647,0.443349,0.443283,0.443407,0.635714,0.644054,0.627459,0.519945,0.525564,0.514499,0.516283,0.52363,0.509356,0.689877,0.442096,0.448463,0.435972,0.415876,0.411593,0.420027,0.432184,0.436466,0.427992,0.515984,0.506358,0.52564,0.490972,0.480278,0.498343
SPN01_MRC_0026_01,0.422094,0.416717,0.427503,0.558401,0.555723,0.560835,0.422776,0.684886,0.703467,0.581908,0.628348,0.532232,0.45963,0.475277,0.443864,0.452392,0.452466,0.45232,0.525228,0.515082,0.536095,0.442453,0.453288,0.431663,0.38679,0.54095,0.505909,0.525564,0.696891,0.596705,0.604851,0.588974,0.508181,0.514421,0.502981,0.458177,0.451121,0.464462,0.648978,0.660893,0.637183,0.583122,0.583496,0.582759,0.573345,0.585344,0.562032,0.734198,0.483525,0.494317,0.473145,0.557799,0.524599,0.589983,0.474787,0.482259,0.467471,0.528268,0.54813,0.508344,0.459741,0.424055,0.484336
SPN01_CMH_0013_01,0.457086,0.468919,0.445185,0.537848,0.555979,0.521368,0.436711,0.696233,0.716621,0.605304,0.623709,0.585617,0.563768,0.517363,0.610529,0.477544,0.484614,0.470717,0.556371,0.552398,0.560626,0.483418,0.487933,0.478921,0.51564,0.567602,0.573545,0.570212,0.685562,0.62046,0.62882,0.612526,0.516509,0.507944,0.523647,0.499293,0.500385,0.498321,0.697466,0.703029,0.691959,0.593827,0.59039,0.597158,0.612478,0.610702,0.614153,0.769262,0.489337,0.494856,0.484029,0.498099,0.528571,0.468559,0.503193,0.507563,0.498915,0.554314,0.558761,0.549853,0.623073,0.614204,0.629186
SPN01_MRC_0016_01,0.457742,0.448813,0.466723,0.561602,0.551132,0.571119,0.420058,0.676124,0.698945,0.559254,0.59154,0.524718,0.566328,0.548015,0.584781,0.448559,0.450668,0.446523,0.593207,0.614293,0.570625,0.444934,0.437352,0.452484,0.479527,0.523654,0.500727,0.513587,0.693583,0.580046,0.580634,0.579488,0.546226,0.5525,0.540998,0.421766,0.43093,0.413602,0.617126,0.614483,0.619743,0.549233,0.536571,0.561506,0.554667,0.568684,0.541451,0.734535,0.452075,0.462615,0.441937,0.49453,0.476296,0.512206,0.468329,0.485886,0.45114,0.541516,0.545902,0.537117,0.547896,0.552742,0.544556
SPN01_CMH_0027_01,0.398836,0.39256,0.405149,0.526474,0.539599,0.514544,0.383424,0.565252,0.614104,0.484757,0.502619,0.46565,0.453066,0.463605,0.442446,0.426516,0.422471,0.430423,0.558521,0.582211,0.53315,0.403365,0.411737,0.395028,0.401836,0.484037,0.501436,0.491677,0.595117,0.584891,0.590669,0.579408,0.454163,0.474152,0.437506,0.416323,0.420102,0.412957,0.665861,0.670932,0.660841,0.53977,0.520693,0.558261,0.547785,0.543626,0.551706,0.696246,0.462966,0.458105,0.467641,0.471345,0.470675,0.471994,0.453919,0.447745,0.459964,0.467494,0.455598,0.479426,0.46086,0.480079,0.447615
SPN01_CMH_0020_01,0.466019,0.448069,0.484073,0.56843,0.581525,0.556527,0.449671,0.698411,0.723937,0.598081,0.610577,0.584715,0.602945,0.593942,0.612017,0.491393,0.474197,0.508,0.572742,0.572456,0.573049,0.493433,0.495303,0.49157,0.505699,0.533962,0.557528,0.54431,0.70453,0.627557,0.623322,0.631576,0.552881,0.538238,0.565084,0.523001,0.503229,0.540613,0.688497,0.677737,0.699149,0.620773,0.601422,0.63953,0.614933,0.598534,0.630394,0.774387,0.503622,0.489864,0.516856,0.46285,0.445604,0.479568,0.529753,0.515988,0.543231,0.584885,0.59427,0.575471,0.610155,0.576841,0.633115
SPN01_CMH_0016_01,0.44859,0.441613,0.455607,0.572751,0.578024,0.567958,0.437186,0.67359,0.696375,0.537597,0.550946,0.523317,0.579182,0.563643,0.594841,0.467113,0.463139,0.47095,0.572197,0.584399,0.559129,0.495543,0.495343,0.495742,0.484543,0.579367,0.608852,0.592314,0.678323,0.600411,0.601729,0.599161,0.579186,0.583929,0.575234,0.497581,0.488933,0.505285,0.635522,0.629116,0.641864,0.60893,0.604526,0.613198,0.586671,0.591895,0.581745,0.741986,0.472215,0.475116,0.469425,0.52302,0.556816,0.490258,0.516071,0.51013,0.521888,0.557434,0.54483,0.570076,0.652151,0.624956,0.670894
SPN01_CMH_0026_01,0.450128,0.441247,0.459061,0.567147,0.561968,0.571854,0.428981,0.696867,0.705968,0.554299,0.591153,0.514876,0.521692,0.477362,0.566362,0.474402,0.470914,0.47777,0.578432,0.597723,0.557772,0.432615,0.440854,0.424411,0.503541,0.548477,0.57193,0.558775,0.674644,0.607202,0.606116,0.608233,0.497648,0.492555,0.501892,0.494298,0.47696,0.509742,0.654286,0.657873,0.650736,0.602243,0.583592,0.62032,0.591766,0.586887,0.596367,0.743322,0.49145,0.502084,0.481221,0.50239,0.495313,0.509251,0.496481,0.498467,0.494537,0.574343,0.549001,0.599764,0.531481,0.491143,0.559282
SPN01_ZHH_0033_01,0.443071,0.423924,0.462328,0.565559,0.559849,0.570749,0.424536,0.653199,0.676297,0.581739,0.610209,0.551286,0.540783,0.510319,0.57148,0.434257,0.417411,0.450525,0.535943,0.544542,0.526734,0.448419,0.434222,0.462557,0.492364,0.528647,0.58236,0.552232,0.672582,0.5999,0.596642,0.602993,0.519269,0.525446,0.514121,0.413095,0.398711,0.425908,0.638899,0.631955,0.645772,0.592783,0.594313,0.591299,0.588292,0.590131,0.586558,0.71096,0.435276,0.419204,0.450735,0.523548,0.515465,0.531383,0.476606,0.468146,0.484889,0.52795,0.525971,0.529935,0.427952,0.392392,0.45246
SPN01_CMH_P001_01,0.43224,0.438334,0.426111,0.55496,0.585001,0.527653,0.420078,0.637357,0.67904,0.554877,0.601918,0.504558,0.494855,0.480225,0.509597,0.476241,0.488727,0.464182,0.563225,0.581968,0.543152,0.446655,0.463382,0.429998,0.210328,0.513323,0.525962,0.518873,0.645351,0.631257,0.648245,0.615134,0.50119,0.486308,0.513592,0.511425,0.530028,0.494854,0.699556,0.709295,0.689916,0.590153,0.590924,0.589405,0.62723,0.636628,0.618369,0.763007,0.5076,0.526249,0.489663,0.469545,0.486243,0.453359,0.519743,0.525293,0.51431,0.571968,0.573996,0.569934,0.568024,0.549368,0.580882
SPN01_ZHH_0007_01,0.461339,0.454828,0.467887,0.588998,0.595272,0.583295,0.432011,0.632979,0.675311,0.612971,0.621422,0.603931,0.489536,0.474703,0.504483,0.479968,0.478547,0.48134,0.576862,0.565065,0.589497,0.464386,0.464523,0.46425,0.470277,0.505752,0.521955,0.512867,0.679558,0.623469,0.630215,0.617067,0.478876,0.468532,0.487496,0.465218,0.469489,0.461413,0.683434,0.683239,0.683626,0.541363,0.531366,0.551053,0.587115,0.600331,0.574654,0.730063,0.508581,0.510373,0.506857,0.485957,0.489134,0.482878,0.515486,0.511031,0.519847,0.537683,0.522387,0.553027,0.506899,0.51241,0.503101
SPN01_ZHH_0031_01,0.450496,0.425321,0.475816,0.588011,0.5828,0.592747,0.431091,0.608519,0.67302,0.540861,0.562515,0.517698,0.516638,0.471087,0.562537,0.463736,0.448023,0.47891,0.58648,0.586811,0.586125,0.415541,0.401326,0.429698,0.445298,0.547365,0.57656,0.560184,0.675398,0.622696,0.622125,0.623239,0.502973,0.494913,0.50969,0.461075,0.455653,0.465904,0.687739,0.678718,0.696669,0.588006,0.571662,0.603848,0.580534,0.592238,0.569498,0.759692,0.480025,0.470382,0.4893,0.522117,0.491528,0.55177,0.483984,0.476956,0.490866,0.530184,0.528337,0.532036,0.515874,0.469072,0.54813
SPN01_ZHH_0012_01,0.401433,0.399631,0.403245,0.559954,0.562135,0.557972,0.414577,0.592739,0.649828,0.535127,0.546975,0.522454,0.525009,0.501181,0.54902,0.442898,0.435344,0.450194,0.612502,0.58875,0.637939,0.40123,0.405321,0.397156,0.386309,0.555275,0.554267,0.554832,0.616912,0.610329,0.605427,0.61498,0.434915,0.431778,0.437529,0.441045,0.440552,0.441484,0.670683,0.651745,0.68943,0.552369,0.56634,0.538828,0.589564,0.591968,0.587297,0.754334,0.490562,0.473895,0.506593,0.475038,0.450651,0.498679,0.470055,0.462407,0.477544,0.524855,0.529213,0.520483,0.537296,0.518026,0.550577
SPN01_MRC_0008_01,0.480949,0.483987,0.477894,0.532646,0.533417,0.531945,0.421066,0.672764,0.707523,0.565073,0.594747,0.533332,0.516878,0.513281,0.520503,0.481468,0.490773,0.472483,0.576374,0.588631,0.563248,0.441958,0.434741,0.449146,0.453448,0.524105,0.436047,0.485439,0.703131,0.564393,0.570841,0.558273,0.457713,0.444556,0.468678,0.488007,0.498177,0.478947,0.610352,0.605394,0.61526,0.600194,0.596938,0.60335,0.541906,0.565878,0.519303,0.758734,0.478671,0.49491,0.463051,0.530968,0.538095,0.52406,0.499514,0.510548,0.488711,0.519479,0.546066,0.49281,0.555528,0.547145,0.561305
SPN01_MRC_0020_01,0.44719,0.430386,0.464091,0.581932,0.58067,0.58308,0.397805,0.628004,0.666085,0.503166,0.53766,0.466269,0.480338,0.492735,0.467846,0.440353,0.439321,0.44135,0.527551,0.529137,0.525852,0.425208,0.42627,0.42415,0.211804,0.496801,0.476229,0.487768,0.656835,0.583444,0.596202,0.571337,0.46292,0.479289,0.449279,0.409914,0.424744,0.396704,0.629149,0.636075,0.622292,0.512919,0.503617,0.521935,0.530742,0.563088,0.500244,0.725711,0.448397,0.456859,0.440258,0.489531,0.460957,0.517231,0.445724,0.450989,0.440568,0.516106,0.523576,0.508612,0.448718,0.444202,0.451831
SPN01_ZHH_0001_01,0.450779,0.4437,0.457899,0.58275,0.57246,0.592104,0.443411,0.675178,0.699463,0.581646,0.605329,0.556312,0.578937,0.552804,0.60527,0.472491,0.465364,0.479374,0.569583,0.568789,0.570434,0.460707,0.446628,0.474728,0.510858,0.583745,0.576124,0.580399,0.682306,0.621583,0.622608,0.620611,0.501464,0.483718,0.516252,0.483064,0.470249,0.494479,0.665312,0.665767,0.664862,0.621239,0.627594,0.615079,0.608896,0.619781,0.598633,0.746423,0.491477,0.487892,0.494925,0.539327,0.54193,0.536804,0.506697,0.503579,0.50975,0.579215,0.577976,0.580457,0.555184,0.551391,0.557798
SPN01_ZHH_0006_01,0.440683,0.443587,0.437763,0.559752,0.563982,0.555907,0.427764,0.572103,0.656839,0.600729,0.60054,0.600932,0.463329,0.434914,0.491961,0.457234,0.454612,0.459766,0.557266,0.560299,0.554017,0.39943,0.396909,0.401941,0.440052,0.540353,0.531198,0.536333,0.681119,0.626851,0.628095,0.625671,0.477672,0.460964,0.491596,0.461893,0.442973,0.478746,0.701196,0.702263,0.70014,0.609029,0.610605,0.607502,0.606369,0.601382,0.611071,0.753914,0.473466,0.473097,0.47382,0.486681,0.489419,0.484026,0.508129,0.509548,0.50674,0.557186,0.557602,0.556768,0.534714,0.496018,0.561382
SPN01_MRC_0015_01,0.435439,0.428013,0.442908,0.551871,0.541238,0.561536,0.403488,0.632196,0.673163,0.573412,0.609086,0.535253,0.527315,0.538262,0.516285,0.4388,0.436565,0.440959,0.510703,0.529485,0.490589,0.420978,0.419771,0.422179,0.431955,0.529846,0.476356,0.506359,0.672099,0.571585,0.57795,0.565545,0.474371,0.42386,0.516463,0.426254,0.426203,0.4263,0.615299,0.618683,0.61195,0.53242,0.540967,0.524135,0.539617,0.564767,0.515905,0.730254,0.449076,0.451568,0.446679,0.471646,0.454299,0.488461,0.451288,0.451166,0.451408,0.475662,0.490457,0.460821,0.529018,0.545515,0.517649
SPN01_ZHH_0013_01,0.400132,0.393223,0.40708,0.551695,0.532335,0.569293,0.404901,0.596055,0.645926,0.542643,0.542054,0.543272,0.475016,0.456855,0.493316,0.441478,0.446577,0.436554,0.607606,0.604011,0.611456,0.421011,0.411717,0.430266,0.389176,0.463856,0.508237,0.483343,0.648468,0.603416,0.597292,0.609228,0.520483,0.526204,0.515715,0.474095,0.496725,0.453936,0.68951,0.688928,0.690087,0.53128,0.548638,0.514455,0.55347,0.550169,0.556583,0.712382,0.471177,0.483113,0.459696,0.478373,0.473297,0.483293,0.469434,0.475275,0.463716,0.514938,0.492538,0.537407,0.501204,0.513869,0.492476
SPN01_ZHH_0020_01,0.385058,0.387695,0.382406,0.501355,0.509737,0.493735,0.403367,0.613588,0.638007,0.57473,0.590719,0.557626,0.452573,0.437427,0.467835,0.432582,0.434611,0.430622,0.602989,0.615967,0.589091,0.408865,0.411482,0.406259,0.390535,0.506712,0.522015,0.513431,0.578586,0.590776,0.596312,0.585523,0.510716,0.544083,0.482911,0.450612,0.449533,0.451574,0.677139,0.674,0.680247,0.54385,0.53972,0.547853,0.578565,0.587563,0.570081,0.718692,0.476783,0.481239,0.472497,0.450183,0.459051,0.441587,0.467071,0.465823,0.468292,0.504101,0.498082,0.510138,0.468484,0.431815,0.493755
SPN01_MRC_0029_01,0.373365,0.381872,0.364809,0.529285,0.524521,0.533616,0.390901,0.567413,0.614243,0.566639,0.592734,0.538725,0.556318,0.576985,0.535493,0.421441,0.432446,0.410814,0.532526,0.546573,0.517483,0.4439,0.447161,0.440653,0.386814,0.486319,0.448498,0.469712,0.5777,0.581266,0.589686,0.573274,0.541802,0.549067,0.535747,0.448395,0.451281,0.445825,0.652057,0.664564,0.639677,0.53183,0.529648,0.533946,0.549738,0.563152,0.53709,0.70754,0.461649,0.481345,0.442705,0.44968,0.452741,0.446713,0.491757,0.494595,0.488979,0.496539,0.495132,0.49795,0.555274,0.573469,0.542735
SPN01_MRC_0004_01,0.401252,0.392382,0.410173,0.518659,0.500333,0.535316,0.368437,0.552386,0.557328,0.475379,0.507077,0.441473,0.538659,0.5671,0.510001,0.46711,0.472115,0.462276,0.525273,0.526855,0.523577,0.3827,0.376246,0.389128,0.188913,0.489388,0.434664,0.465359,0.492707,0.602675,0.61774,0.588378,0.432255,0.40136,0.458001,0.4628,0.464841,0.460981,0.700375,0.72585,0.675157,0.528459,0.52204,0.53468,0.571558,0.602526,0.54236,0.615395,0.543519,0.567582,0.520373,0.50304,0.518184,0.488359,0.460234,0.445792,0.474374,0.497107,0.509263,0.484914,0.463332,0.394752,0.510597
SPN01_ZHH_0017_01,0.526104,0.506191,0.546131,0.614666,0.601354,0.626766,0.464357,0.731435,0.758105,0.590946,0.628438,0.550841,0.629776,0.586542,0.673341,0.51472,0.506052,0.523091,0.639149,0.637256,0.641177,0.483632,0.469554,0.497652,0.504848,0.575895,0.580506,0.57792,0.762301,0.656651,0.645313,0.667411,0.54065,0.520969,0.557051,0.499671,0.484322,0.513344,0.716396,0.696127,0.736461,0.621932,0.614518,0.629118,0.628141,0.627045,0.629174,0.791392,0.509682,0.516692,0.502939,0.54993,0.541846,0.557766,0.518277,0.507001,0.529317,0.567877,0.552554,0.583248,0.54071,0.526396,0.550575
SPN01_MRC_0028_01,0.408048,0.394276,0.421899,0.501205,0.494961,0.50688,0.364492,0.571836,0.624926,0.492559,0.498439,0.48627,0.446011,0.418846,0.473384,0.424012,0.415622,0.432114,0.466991,0.463555,0.47067,0.366421,0.356878,0.375924,0.30284,0.424332,0.430286,0.426946,0.621066,0.538058,0.539476,0.536712,0.354972,0.335115,0.37152,0.420212,0.409482,0.42977,0.60744,0.604132,0.610714,0.486727,0.485486,0.487929,0.492934,0.504922,0.481631,0.700882,0.443958,0.443265,0.444625,0.441982,0.43169,0.451959,0.413984,0.409898,0.417984,0.426473,0.418619,0.434351,0.497949,0.483958,0.507592
SPN01_ZHH_P001_01,0.48959,0.481895,0.49733,0.626584,0.640468,0.613963,0.444543,0.647591,0.691363,0.578261,0.6283,0.524735,0.509829,0.47614,0.543776,0.511129,0.515603,0.506809,0.602033,0.61473,0.588434,0.471161,0.477845,0.464505,0.200316,0.525302,0.569026,0.544501,0.680072,0.680027,0.678763,0.681226,0.510711,0.494104,0.52455,0.510456,0.516556,0.505022,0.740461,0.734269,0.74659,0.617868,0.601597,0.63364,0.662265,0.649179,0.674604,0.760423,0.535738,0.55396,0.51821,0.563532,0.621065,0.50776,0.539148,0.53193,0.546215,0.583299,0.57511,0.591513,0.568715,0.532961,0.593357
SPN01_CMH_0001_01,0.433169,0.430055,0.436301,0.542218,0.560636,0.525477,0.418452,0.610781,0.664753,0.561226,0.568306,0.553652,0.473576,0.478672,0.468441,0.451399,0.450166,0.45259,0.526104,0.523182,0.529233,0.434749,0.445096,0.424444,0.42342,0.564992,0.520462,0.545439,0.649951,0.596345,0.599598,0.593258,0.531312,0.551849,0.514198,0.4593,0.463323,0.455717,0.661725,0.657569,0.665839,0.560849,0.572986,0.549085,0.573405,0.567676,0.578806,0.750604,0.467845,0.466795,0.468856,0.493638,0.51549,0.472454,0.518225,0.524863,0.511725,0.548927,0.54074,0.557139,0.52267,0.497821,0.539796
SPN01_MRC_0019_01,0.44604,0.443995,0.448097,0.526932,0.514576,0.538164,0.410423,0.64262,0.687717,0.522606,0.550591,0.492671,0.492914,0.476057,0.509901,0.4583,0.459576,0.457067,0.485674,0.482553,0.489016,0.428928,0.424485,0.433352,0.512803,0.532388,0.468913,0.504517,0.69222,0.569997,0.573165,0.56699,0.47845,0.464981,0.489674,0.459297,0.454154,0.463878,0.62769,0.628182,0.627204,0.569015,0.563505,0.574356,0.54501,0.564274,0.526847,0.74606,0.471593,0.480221,0.463293,0.501094,0.503065,0.499184,0.478596,0.482672,0.474606,0.508231,0.503573,0.512904,0.556684,0.541481,0.567162
SPN01_ZHH_0030_01,0.44852,0.443268,0.453803,0.584317,0.589541,0.579568,0.433911,0.66158,0.683778,0.527802,0.56137,0.491894,0.545131,0.522713,0.567721,0.474683,0.479705,0.469834,0.599302,0.592769,0.606298,0.435843,0.440883,0.430823,0.408161,0.575902,0.556684,0.567464,0.665781,0.637779,0.642358,0.633435,0.455462,0.427627,0.478657,0.470832,0.488845,0.454786,0.725647,0.721217,0.730032,0.581296,0.581972,0.580641,0.587488,0.598752,0.576868,0.728538,0.506144,0.517136,0.495571,0.533687,0.537529,0.529962,0.47626,0.48581,0.466909,0.501745,0.517967,0.485472,0.612072,0.624968,0.603184
SPN01_MRC_0013_01,0.393604,0.382562,0.404709,0.477955,0.466137,0.488698,0.389991,0.613037,0.640502,0.504895,0.530706,0.477285,0.463004,0.462896,0.463112,0.448531,0.445032,0.45191,0.55912,0.564288,0.553596,0.369501,0.366139,0.37285,0.390985,0.480695,0.470545,0.476238,0.604437,0.536132,0.539357,0.533071,0.42353,0.414429,0.431115,0.460934,0.471044,0.451928,0.607882,0.611017,0.604779,0.527261,0.512385,0.541679,0.509722,0.524715,0.495586,0.706832,0.503982,0.504066,0.503902,0.439887,0.431189,0.448318,0.456571,0.457266,0.45589,0.448987,0.445131,0.452854,0.554744,0.546207,0.560627
SPN01_ZHH_0019_01,0.486128,0.490421,0.481811,0.573518,0.570629,0.576144,0.457096,0.689167,0.722439,0.617669,0.638417,0.595474,0.52015,0.515212,0.525125,0.509435,0.511307,0.507628,0.627384,0.620383,0.634881,0.483934,0.483223,0.484643,0.456874,0.575299,0.579456,0.577124,0.717974,0.646784,0.640163,0.653067,0.579633,0.569944,0.587707,0.51744,0.511994,0.522291,0.739015,0.721625,0.756229,0.590762,0.587363,0.594056,0.611303,0.609947,0.612582,0.771666,0.531547,0.535025,0.528201,0.533966,0.523885,0.543739,0.54466,0.551701,0.537767,0.55197,0.551543,0.552398,0.604539,0.610732,0.600271
SPN01_CMH_0004_01,0.45357,0.457384,0.449734,0.543702,0.552815,0.535419,0.442442,0.691547,0.719053,0.58854,0.617616,0.557438,0.584651,0.545601,0.624001,0.484525,0.48254,0.486443,0.547423,0.545072,0.549941,0.443166,0.451473,0.434894,0.48486,0.584146,0.592805,0.587948,0.69744,0.612271,0.619299,0.605601,0.476496,0.436033,0.510215,0.508469,0.481724,0.532294,0.681907,0.690532,0.673368,0.609084,0.60175,0.616193,0.598858,0.598503,0.599193,0.773971,0.507006,0.511925,0.502275,0.505029,0.487748,0.521782,0.505848,0.504873,0.506802,0.567532,0.568025,0.567038,0.595654,0.570521,0.612976
SPN01_MRC_0030_01,0.430397,0.42001,0.440843,0.526289,0.516091,0.535559,0.419519,0.668796,0.694642,0.572531,0.610219,0.532217,0.528687,0.512889,0.544607,0.440187,0.438636,0.441685,0.500001,0.507726,0.491727,0.442701,0.443372,0.442032,0.429714,0.531387,0.508982,0.521549,0.684511,0.551704,0.553226,0.550259,0.476644,0.43217,0.513706,0.426632,0.431482,0.422311,0.579703,0.579605,0.579801,0.588849,0.58144,0.596031,0.544134,0.557918,0.531138,0.73817,0.458227,0.463648,0.453012,0.490765,0.505894,0.476099,0.496127,0.504799,0.487637,0.546176,0.550111,0.542229,0.539551,0.498155,0.56808
